"female","age","race","hispanic","education","income","log_income"
1,43,"White",0,"Some HS",3000,8.00636756765025
1,43,"White",0,"Some college",1200,7.09007683577609
1,65,"White",0,"HS",65000,11.0821425488778
1,54,"White",0,"4+ years college",84500,11.3445068133453
1,21,"Other race, nec",1,"Some college",24000,10.0858091093301
1,62,"Black/African American/Negro",0,"HS",36000,10.4912742174382
1,74,"White",0,"Some college",80000,11.289781913656
1,37,"White",0,"HS",29000,10.2750511089686
1,58,"White",1,"4+ years college",45000,10.7144177687525
0,26,"Other race, nec",1,"HS",55000,10.9150884642146
0,40,"White",0,"Some college",61500,11.0267924537946
0,57,"Other Asian or Pacific Islander",0,"4+ years college",30000,10.3089526606443
0,21,"White",0,"HS",5500,8.61250337122056
0,18,"Other race, nec",1,"HS",1600,7.37775890822787
1,43,"White",0,"Some college",38000,10.5453414387085
0,56,"White",0,"4+ years college",155000,11.9511803959014
0,60,"White",0,"4+ years college",12000,9.39266192877014
1,34,"White",1,"Some college",40000,10.5966347330961
1,59,"White",1,"Some HS",50000,10.8197782844103
0,32,"Chinese",0,"4+ years college",30000,10.3089526606443
0,48,"Black/African American/Negro",0,"Some HS",52000,10.8589989975636
0,58,"White",0,"4+ years college",36000,10.4912742174382
1,20,"White",1,"HS",5000,8.51719319141624
0,19,"Other race, nec",1,"HS",6000,8.69951474821019
0,72,"White",0,"4+ years college",36300,10.4995730202529
1,49,"White",0,"Some college",49000,10.7995755770928
0,42,"Other Asian or Pacific Islander",0,"Some college",60000,11.0020998412042
0,41,"White",0,"4+ years college",332000,12.7128902478986
1,44,"White",0,"HS",65000,11.0821425488778
0,67,"Black/African American/Negro",0,"4+ years college",2700,7.90100705199242
0,65,"White",0,"4+ years college",60600,11.0120501720574
0,28,"Black/African American/Negro",0,"HS",38000,10.5453414387085
1,52,"White",0,"HS",8000,8.98719682066197
0,84,"White",0,"4+ years college",31300,10.3513733765282
1,35,"White",0,"HS",18000,9.7981270368783
1,24,"White",1,"Some college",13000,9.47270463644367
0,22,"White",1,"Some HS",45000,10.7144177687525
1,45,"Three or more major races",0,"Some college",20000,9.90348755253613
1,46,"White",1,"HS",24000,10.0858091093301
1,77,"White",0,"4+ years college",11900,9.38429367909962
1,71,"White",0,"HS",28900,10.2715968741005
0,67,"White",1,"Some college",6500,8.77955745588373
0,57,"White",0,"HS",70000,11.1562505210315
0,48,"White",0,"Some college",100000,11.5129254649702
0,27,"White",0,"4+ years college",75000,11.2252433925184
1,47,"White",0,"Some college",350,5.85793315448346
0,69,"White",0,"Some college",31000,10.3417424834673
1,47,"Chinese",0,"4+ years college",100000,11.5129254649702
0,40,"White",0,"Some college",198000,12.1960223096767
0,61,"White",0,"HS",20000,9.90348755253613
0,68,"Chinese",0,"4+ years college",35100,10.465956409454
0,67,"White",1,"HS",17000,9.74096862303835
1,19,"White",0,"HS",18000,9.7981270368783
0,45,"White",0,"4+ years college",45900,10.7342203960486
0,42,"Other Asian or Pacific Islander",0,"Some college",45000,10.7144177687525
1,60,"White",0,"HS",52000,10.8589989975636
0,38,"White",0,"Some college",147000,11.8981878657609
0,37,"Other race, nec",1,"4+ years college",8000,8.98719682066197
1,79,"Other race, nec",1,"No HS",12000,9.39266192877014
1,77,"Other race, nec",1,"HS",10000,9.21034037197618
1,64,"White",1,"HS",8600,9.0595174822416
1,44,"Chinese",0,"4+ years college",150000,11.9183905730784
0,36,"White",1,"HS",39000,10.5713169251118
0,65,"White",0,"HS",34900,10.4602421081905
1,44,"Other race, nec",1,"No HS",14000,9.5468126085974
0,44,"White",0,"HS",47000,10.7579028806922
1,41,"Other race, nec",1,"HS",23000,10.0432494949113
1,51,"Black/African American/Negro",0,"4+ years college",141000,11.8565151693603
1,75,"White",0,"Some college",71800,11.1816397550363
0,17,"Black/African American/Negro",0,"Some HS",3300,8.10167774745457
1,40,"White",0,"4+ years college",10000,9.21034037197618
1,22,"White",1,"No HS",28000,10.2399597891573
0,57,"White",0,"4+ years college",30000,10.3089526606443
0,36,"White",0,"Some college",50000,10.8197782844103
1,85,"White",0,"Some college",53200,10.8818136753297
1,66,"White",0,"No HS",3600,8.1886891244442
1,23,"White",1,"Some HS",8100,8.99961934066053
1,21,"White",0,"Some college",500,6.21460809842219
0,62,"White",0,"Some college",106000,11.5711943730942
0,40,"White",1,"4+ years college",65000,11.0821425488778
0,78,"White",0,"Some HS",13000,9.47270463644367
0,53,"Two major races",0,"4+ years college",54800,10.9114454729361
0,23,"White",0,"HS",15000,9.61580548008435
1,20,"Other Asian or Pacific Islander",0,"Some college",9000,9.10497985631836
1,69,"White",0,"Some college",16600,9.71715797434464
1,56,"White",0,"Some college",35000,10.4631033404715
0,45,"White",1,"HS",35000,10.4631033404715
1,29,"White",1,"Some HS",30500,10.3254819625955
1,66,"White",0,"No HS",12000,9.39266192877014
0,46,"Black/African American/Negro",0,"Some college",65000,11.0821425488778
1,20,"White",1,"HS",20000,9.90348755253613
0,23,"Other race, nec",1,"Some college",5000,8.51719319141624
1,61,"White",0,"HS",9100,9.11602969250494
0,23,"White",0,"HS",21000,9.95227771670556
0,35,"White",0,"4+ years college",45000,10.7144177687525
0,68,"White",0,"Some college",178600,12.0929039474245
0,55,"White",0,"HS",65000,11.0821425488778
1,53,"Other race, nec",1,"Some college",285000,12.5602444592508
1,68,"Black/African American/Negro",0,"No HS",10400,9.24956108512946
1,21,"White",0,"Some college",25300,10.1385596747156
1,84,"White",0,"Some HS",23000,10.0432494949113
0,45,"Other Asian or Pacific Islander",0,"4+ years college",2150,7.67322312112171
0,17,"Black/African American/Negro",0,"HS",2900,7.97246601597457
1,52,"White",0,"HS",20600,9.93304635477767
1,51,"Other race, nec",1,"No HS",20000,9.90348755253613
1,22,"White",0,"4+ years college",30000,10.3089526606443
1,40,"Black/African American/Negro",0,"4+ years college",28000,10.2399597891573
0,33,"Other race, nec",1,"No HS",60000,11.0020998412042
0,59,"White",0,"4+ years college",54800,10.9114454729361
1,37,"White",0,"4+ years college",91000,11.418614785499
0,47,"White",0,"HS",97000,11.4824662574855
1,25,"White",1,"HS",30000,10.3089526606443
0,90,"White",1,"No HS",12000,9.39266192877014
1,20,"Black/African American/Negro",0,"HS",1900,7.54960916515453
0,85,"White",0,"No HS",29200,10.2819239882564
0,67,"White",0,"4+ years college",89000,11.3963916487143
0,31,"White",0,"HS",38000,10.5453414387085
0,63,"White",0,"4+ years college",100000,11.5129254649702
1,95,"White",0,"HS",16000,9.68034400122192
0,82,"White",0,"HS",12400,9.42545175159313
0,63,"White",0,"HS",12000,9.39266192877014
0,87,"White",0,"HS",20400,9.92329017983231
0,53,"Other Asian or Pacific Islander",0,"4+ years college",30000,10.3089526606443
1,34,"White",0,"4+ years college",45000,10.7144177687525
0,39,"Chinese",0,"4+ years college",120000,11.6952470217642
0,50,"White",0,"4+ years college",200100,12.2065725205718
1,36,"Chinese",0,"4+ years college",50000,10.8197782844103
0,80,"White",0,"Some college",26100,10.1696905933108
1,54,"American Indian or Alaska Native",1,"HS",28000,10.2399597891573
0,49,"White",0,"Some college",64600,11.0759696897707
0,26,"Black/African American/Negro",0,"4+ years college",25000,10.1266311038503
0,67,"White",0,"HS",20600,9.93304635477767
0,21,"White",1,"HS",16500,9.71111565988867
1,42,"Other Asian or Pacific Islander",0,"4+ years college",62000,11.0348896640272
1,53,"Black/African American/Negro",1,"Some college",107000,11.580584113444
0,58,"White",0,"HS",8200,9.01188943325234
1,72,"White",0,"HS",90080,11.4084534433735
1,44,"White",0,"4+ years college",11000,9.30565055178051
1,64,"White",0,"4+ years college",103500,11.5473268916876
0,29,"Other Asian or Pacific Islander",0,"4+ years college",5830,8.67077227934454
1,36,"Black/African American/Negro",0,"HS",45000,10.7144177687525
0,45,"Other race, nec",1,"HS",84000,11.3385720778255
1,52,"White",0,"HS",11400,9.34136863438259
0,46,"White",0,"4+ years college",50000,10.8197782844103
1,27,"White",0,"Some HS",17750,9.78414079490356
0,46,"White",1,"No HS",32500,10.3889953683178
1,42,"White",0,"4+ years college",1000,6.90775527898214
0,41,"Other race, nec",1,"4+ years college",50000,10.8197782844103
1,22,"Chinese",0,"Some college",1400,7.24422751560335
0,36,"White",0,"4+ years college",58000,10.9681982895286
0,63,"White",0,"HS",95000,11.4616321705827
0,35,"White",0,"Some college",1000,6.90775527898214
1,47,"American Indian or Alaska Native",0,"Some HS",14000,9.5468126085974
0,67,"White",0,"Some college",56200,10.9366720358818
0,80,"White",0,"HS",18000,9.7981270368783
1,82,"White",0,"HS",7500,8.9226582995244
1,69,"Other Asian or Pacific Islander",0,"HS",1600,7.37775890822787
0,78,"White",1,"No HS",16800,9.72913416539135
1,55,"White",0,"Some HS",17000,9.74096862303835
1,56,"White",0,"Some HS",800,6.68461172766793
0,47,"White",0,"4+ years college",168000,12.0317192583854
0,41,"Black/African American/Negro",0,"Some college",50000,10.8197782844103
1,80,"Black/African American/Negro",0,"4+ years college",14500,9.58190392840867
1,16,"White",0,"Some HS",750,6.62007320653036
1,50,"White",1,"No HS",10000,9.21034037197618
0,72,"Chinese",0,"4+ years college",91000,11.418614785499
0,31,"White",0,"Some college",62000,11.0348896640272
1,75,"White",0,"4+ years college",43800,10.6873890963645
1,60,"Other Asian or Pacific Islander",0,"No HS",5600,8.63052187672324
0,42,"White",0,"HS",45000,10.7144177687525
1,25,"White",0,"HS",61000,11.0186291431554
1,45,"White",1,"Some HS",2400,7.78322401633604
0,41,"White",0,"4+ years college",100000,11.5129254649702
0,28,"White",0,"Some college",42000,10.6454248972655
0,38,"White",0,"HS",40000,10.5966347330961
1,49,"Black/African American/Negro",0,"HS",23000,10.0432494949113
1,29,"White",0,"4+ years college",43000,10.6689553946757
1,50,"White",0,"4+ years college",83000,11.3265958867787
1,26,"White",0,"4+ years college",48500,10.7893190769256
0,51,"White",0,"Some college",82000,11.3144745262464
1,22,"Black/African American/Negro",1,"Some college",10500,9.25913053614561
0,68,"White",0,"4+ years college",250000,12.4292161968444
0,36,"White",0,"4+ years college",60000,11.0020998412042
0,33,"Other Asian or Pacific Islander",0,"4+ years college",110000,11.6082356447746
0,71,"White",1,"Some college",63920,11.0653875804402
1,73,"White",0,"Some HS",16800,9.72913416539135
0,18,"White",0,"HS",1500,7.3132203870903
1,73,"Black/African American/Negro",0,"HS",15200,9.62905070683437
1,46,"White",1,"No HS",21100,9.95702831946416
1,46,"White",0,"HS",45400,10.7232673840294
1,16,"White",0,"Some HS",200,5.29831736654804
0,55,"Other Asian or Pacific Islander",0,"4+ years college",110000,11.6082356447746
0,59,"White",0,"HS",52000,10.8589989975636
1,52,"White",0,"HS",10000,9.21034037197618
1,86,"White",0,"HS",69050,11.1425861588374
1,20,"White",1,"Some college",800,6.68461172766793
1,74,"White",0,"4+ years college",34000,10.4341158035983
0,60,"White",0,"HS",506000,13.1342919482696
0,42,"White",0,"Some college",68000,11.1272629841582
1,40,"White",0,"HS",33000,10.4042628404486
0,28,"White",0,"HS",22000,9.99879773234045
0,26,"White",0,"4+ years college",2600,7.86326672400957
0,58,"White",0,"4+ years college",53000,10.8780471925343
1,62,"White",0,"HS",11000,9.30565055178051
0,49,"Other Asian or Pacific Islander",0,"4+ years college",110000,11.6082356447746
1,74,"White",0,"HS",22600,10.0257051852604
1,79,"White",0,"HS",18800,9.84161214881804
0,71,"White",0,"HS",42300,10.6525423650344
1,66,"White",0,"Some college",15000,9.61580548008435
1,77,"White",0,"4+ years college",40100,10.5991316132947
0,69,"White",0,"Some college",54900,10.9132686274976
0,37,"White",0,"4+ years college",78000,11.2644641056717
1,61,"White",0,"4+ years college",27600,10.2255710517052
1,20,"Chinese",0,"Some college",5800,8.66561319653451
0,17,"White",1,"Some HS",5000,8.51719319141624
1,54,"White",0,"4+ years college",288000,12.5707157591181
0,36,"White",0,"HS",19000,9.85219425814858
1,38,"White",1,"4+ years college",7000,8.85366542803745
0,27,"White",1,"HS",21800,9.98966524877718
1,74,"White",0,"HS",20000,9.90348755253613
1,70,"White",0,"No HS",9100,9.11602969250494
1,52,"Black/African American/Negro",0,"HS",500,6.21460809842219
1,30,"Black/African American/Negro",0,"HS",15000,9.61580548008435
0,67,"White",0,"4+ years college",30200,10.315597203363
0,19,"White",0,"HS",5700,8.64822145382264
1,72,"White",0,"No HS",10000,9.21034037197618
0,30,"White",1,"HS",35000,10.4631033404715
1,45,"Two major races",0,"Some college",75000,11.2252433925184
0,51,"White",0,"Some HS",8800,9.0825070004663
1,50,"Chinese",0,"HS",12000,9.39266192877014
0,41,"White",0,"4+ years college",69000,11.1418617835794
0,31,"White",1,"4+ years college",40000,10.5966347330961
0,44,"White",1,"No HS",36400,10.5023240536248
0,36,"American Indian or Alaska Native",1,"HS",10000,9.21034037197618
1,41,"White",0,"4+ years college",104000,11.5521461781235
1,62,"White",0,"4+ years college",84000,11.3385720778255
0,20,"White",0,"HS",12200,9.40919123072135
0,64,"White",0,"Some college",78000,11.2644641056717
1,24,"White",0,"HS",30000,10.3089526606443
0,32,"Other race, nec",1,"Some college",30000,10.3089526606443
1,39,"White",0,"4+ years college",101000,11.5228757958234
1,47,"Black/African American/Negro",0,"HS",10900,9.29651806821724
0,33,"White",0,"4+ years college",56000,10.9331069697173
0,52,"White",1,"HS",18000,9.7981270368783
0,83,"White",0,"Some college",19300,9.86786037489298
1,47,"White",1,"No HS",8100,8.99961934066053
0,30,"White",0,"HS",85000,11.3504065354725
1,63,"White",0,"HS",17500,9.76995615991161
1,17,"White",0,"Some HS",3500,8.1605182474775
0,57,"White",0,"HS",62000,11.0348896640272
0,45,"White",0,"4+ years college",70000,11.1562505210315
1,59,"White",0,"4+ years college",495000,13.1123130415508
0,48,"White",0,"4+ years college",100000,11.5129254649702
1,43,"Other race, nec",1,"HS",2000,7.60090245954208
0,35,"White",0,"4+ years college",111000,11.6172854802945
1,77,"White",0,"Some HS",22800,10.0345158149425
1,81,"White",0,"Some college",34200,10.4399809230507
0,32,"Black/African American/Negro",0,"Some college",26900,10.1998815655899
0,47,"White",0,"Some HS",8900,9.09380655572023
1,29,"White",1,"4+ years college",43000,10.6689553946757
0,59,"Japanese",0,"Some college",110000,11.6082356447746
1,66,"White",0,"4+ years college",44000,10.6919449129004
0,32,"White",0,"Some college",62000,11.0348896640272
0,47,"White",0,"4+ years college",100000,11.5129254649702
1,30,"White",0,"HS",40000,10.5966347330961
1,50,"Japanese",0,"4+ years college",48000,10.77895628989
1,87,"White",0,"4+ years college",20300,9.91837616502988
1,50,"White",0,"Some college",16000,9.68034400122192
1,76,"White",0,"4+ years college",25240,10.1361853166551
0,58,"White",0,"HS",51000,10.8395809117065
0,69,"White",0,"Some college",33000,10.4042628404486
0,32,"Black/African American/Negro",0,"HS",7200,8.88183630500415
1,45,"White",0,"Some college",32000,10.3734911817819
1,64,"White",0,"4+ years college",20870,9.94606800007125
0,51,"White",0,"HS",44000,10.6919449129004
0,44,"White",0,"Some college",75000,11.2252433925184
1,83,"White",0,"HS",47800,10.7747809184795
0,57,"White",0,"4+ years college",84000,11.3385720778255
0,37,"Black/African American/Negro",0,"No HS",13300,9.49551931420985
1,94,"White",0,"4+ years college",25700,10.1542462708833
0,48,"White",0,"HS",48000,10.77895628989
1,26,"White",0,"Some college",7500,8.9226582995244
1,80,"White",0,"HS",20000,9.90348755253613
0,20,"White",0,"Some college",10000,9.21034037197618
0,53,"White",0,"4+ years college",146800,11.8968263951626
0,40,"Other race, nec",1,"No HS",40000,10.5966347330961
1,59,"Black/African American/Negro",0,"Some college",45000,10.7144177687525
1,64,"White",0,"Some HS",35000,10.4631033404715
0,37,"Black/African American/Negro",0,"Some college",51000,10.8395809117065
0,68,"Black/African American/Negro",0,"Some college",70000,11.1562505210315
1,16,"Black/African American/Negro",0,"Some HS",2300,7.74066440191724
1,26,"White",0,"4+ years college",36000,10.4912742174382
1,43,"Black/African American/Negro",0,"4+ years college",255000,12.4490188241406
1,62,"White",0,"Some HS",2300,7.74066440191724
0,48,"White",0,"HS",45000,10.7144177687525
0,46,"Other race, nec",1,"No HS",20800,9.94270826568941
1,70,"White",0,"Some college",33500,10.4193007178132
1,50,"American Indian or Alaska Native",1,"HS",15000,9.61580548008435
1,86,"White",0,"4+ years college",37000,10.5186731916264
0,72,"White",0,"Some college",18000,9.7981270368783
0,61,"White",0,"4+ years college",120500,11.6994050319128
1,55,"White",0,"No HS",8800,9.0825070004663
1,28,"White",0,"4+ years college",51500,10.8493370866518
1,37,"Other race, nec",1,"No HS",15000,9.61580548008435
0,44,"Black/African American/Negro",0,"Some college",83000,11.3265958867787
0,57,"White",0,"HS",34000,10.4341158035983
0,56,"White",0,"No HS",9600,9.16951837745593
