"female","age","race","hispanic","education","income","log_income"
0,31,"White",0,"Some college",94000,11.4510500612521
1,76,"White",0,"Some college",21900,9.99424191580459
0,27,"White",0,"Some college",30000,10.3089526606443
0,51,"White",0,"HS",40000,10.5966347330961
0,65,"White",0,"4+ years college",22000,9.99879773234045
1,21,"White",0,"Some college",2000,7.60090245954208
0,32,"Black/African American/Negro",0,"4+ years college",120000,11.6952470217642
1,81,"White",0,"HS",25000,10.1266311038503
1,39,"White",0,"4+ years college",45000,10.7144177687525
0,55,"White",0,"Some college",4300,8.36637030168165
1,43,"White",0,"HS",30000,10.3089526606443
0,36,"Black/African American/Negro",0,"HS",28000,10.2399597891573
0,74,"White",0,"Some college",21000,9.95227771670556
0,56,"White",0,"HS",32010,10.3738036329639
1,31,"Other Asian or Pacific Islander",0,"4+ years college",55000,10.9150884642146
0,26,"White",1,"Some college",30000,10.3089526606443
1,68,"White",0,"Some college",34000,10.4341158035983
1,38,"Black/African American/Negro",0,"4+ years college",98000,11.4927227576527
1,17,"White",0,"Some HS",1000,6.90775527898214
1,17,"White",1,"Some HS",790,6.67203294546107
0,33,"White",0,"No HS",36000,10.4912742174382
0,37,"White",0,"HS",130000,11.7752897294377
1,18,"White",0,"HS",500,6.21460809842219
0,32,"White",0,"No HS",12000,9.39266192877014
0,38,"Other race, nec",1,"4+ years college",65000,11.0821425488778
1,26,"White",0,"Some HS",60000,11.0020998412042
1,64,"Three or more major races",1,"4+ years college",12000,9.39266192877014
1,31,"Other race, nec",1,"Some college",22000,9.99879773234045
0,25,"Black/African American/Negro",0,"HS",25000,10.1266311038503
0,20,"Black/African American/Negro",0,"HS",780,6.65929391968364
0,61,"White",0,"4+ years college",12000,9.39266192877014
0,71,"White",0,"4+ years college",18000,9.7981270368783
0,36,"White",1,"Some college",120000,11.6952470217642
1,65,"White",0,"4+ years college",37000,10.5186731916264
1,20,"White",0,"HS",800,6.68461172766793
1,51,"White",0,"4+ years college",19000,9.85219425814858
1,74,"White",0,"HS",6800,8.8246778911642
1,44,"White",1,"Some college",10000,9.21034037197618
0,37,"White",0,"HS",36570,10.5069835111434
0,32,"Other race, nec",1,"HS",58000,10.9681982895286
1,54,"Black/African American/Negro",0,"Some college",40000,10.5966347330961
1,18,"Black/African American/Negro",0,"HS",400,5.99146454710798
1,37,"Other Asian or Pacific Islander",0,"4+ years college",145000,11.8844890214027
0,45,"Black/African American/Negro",0,"HS",37000,10.5186731916264
0,59,"Other Asian or Pacific Islander",0,"No HS",16000,9.68034400122192
1,44,"White",0,"4+ years college",100000,11.5129254649702
0,65,"White",0,"4+ years college",444000,13.0035798414144
0,63,"White",1,"4+ years college",35600,10.4801009168401
0,25,"Other race, nec",1,"Some HS",15000,9.61580548008435
0,77,"White",0,"4+ years college",25030,10.1278303844258
0,50,"White",1,"HS",20000,9.90348755253613
1,57,"Black/African American/Negro",0,"HS",36000,10.4912742174382
0,44,"White",0,"Some college",60100,11.0037651205233
1,21,"White",0,"HS",20500,9.9281801651265
1,59,"White",0,"HS",28000,10.2399597891573
1,56,"White",0,"4+ years college",11100,9.31470038730042
1,24,"White",0,"Some college",24000,10.0858091093301
1,15,"White",1,"Some HS",2060,7.63046126178363
0,36,"Other Asian or Pacific Islander",0,"4+ years college",70000,11.1562505210315
1,63,"White",1,"4+ years college",34000,10.4341158035983
1,60,"Black/African American/Negro",0,"4+ years college",61000,11.0186291431554
1,73,"White",0,"Some college",6800,8.8246778911642
0,81,"White",0,"HS",59800,10.9987609399387
1,23,"White",0,"4+ years college",30000,10.3089526606443
0,73,"White",0,"HS",16800,9.72913416539135
0,48,"White",0,"4+ years college",35000,10.4631033404715
0,56,"White",0,"HS",50000,10.8197782844103
1,65,"White",0,"4+ years college",35000,10.4631033404715
0,53,"Black/African American/Negro",0,"Some HS",55000,10.9150884642146
0,49,"White",1,"Some HS",18000,9.7981270368783
1,48,"White",0,"HS",24000,10.0858091093301
1,56,"White",0,"Some HS",25400,10.1425044530066
1,53,"White",0,"HS",45000,10.7144177687525
1,70,"White",0,"HS",9600,9.16951837745593
1,85,"White",0,"HS",8600,9.0595174822416
0,69,"Black/African American/Negro",0,"HS",73000,11.1982147201305
0,72,"White",0,"HS",40500,10.6090572530946
1,58,"White",0,"Some college",58000,10.9681982895286
1,69,"White",0,"Some college",24000,10.0858091093301
0,37,"White",1,"HS",45000,10.7144177687525
0,23,"Two major races",0,"4+ years college",1000,6.90775527898214
0,31,"Other Asian or Pacific Islander",0,"4+ years college",22000,9.99879773234045
0,53,"White",0,"Some HS",20000,9.90348755253613
1,62,"White",0,"Some college",44860,10.7113018080742
0,51,"White",0,"4+ years college",53900,10.8948857568971
1,79,"White",0,"Some college",31400,10.3545631718963
0,59,"White",0,"HS",12200,9.40919123072135
1,32,"Other Asian or Pacific Islander",0,"HS",50000,10.8197782844103
1,33,"Black/African American/Negro",0,"Some college",30000,10.3089526606443
0,43,"White",1,"Some HS",78000,11.2644641056717
1,33,"White",0,"Some college",15000,9.61580548008435
1,74,"Other Asian or Pacific Islander",0,"No HS",9000,9.10497985631836
1,67,"White",0,"4+ years college",75040,11.2257765836801
1,84,"White",0,"4+ years college",53000,10.8780471925343
0,33,"White",0,"HS",30000,10.3089526606443
0,41,"White",0,"4+ years college",55000,10.9150884642146
0,28,"White",0,"4+ years college",60000,11.0020998412042
1,88,"White",0,"HS",8540,9.05251628678262
1,23,"White",1,"HS",600,6.39692965521615
1,18,"White",1,"HS",1800,7.49554194388426
0,40,"White",1,"HS",170000,12.0435537160324
1,50,"White",1,"4+ years college",65000,11.0821425488778
1,61,"White",0,"HS",55300,10.9205281875104
1,40,"White",1,"Some college",22080,10.002427500391
0,46,"White",0,"4+ years college",36000,10.4912742174382
1,78,"White",0,"HS",38300,10.5532051751687
1,38,"White",0,"Some college",15000,9.61580548008435
1,30,"Black/African American/Negro",0,"Some college",55000,10.9150884642146
0,51,"White",1,"Some college",41000,10.6213273456864
1,53,"White",0,"Some college",9000,9.10497985631836
1,62,"White",0,"Some college",20700,9.93788897925346
1,26,"White",0,"HS",50030,10.8203781044823
1,43,"White",0,"4+ years college",37000,10.5186731916264
0,41,"White",0,"4+ years college",113000,11.6351430976945
0,39,"White",0,"4+ years college",230000,12.3458345879053
1,70,"White",0,"4+ years college",23600,10.0690019910137
1,23,"White",0,"Some college",66000,11.0974100210086
1,64,"White",0,"HS",29400,10.2887499533268
1,31,"White",0,"4+ years college",32000,10.3734911817819
1,61,"White",0,"Some college",38000,10.5453414387085
0,37,"Other race, nec",1,"HS",55000,10.9150884642146
0,21,"White",0,"HS",5000,8.51719319141624
0,56,"White",0,"4+ years college",170000,12.0435537160324
1,19,"White",0,"HS",50000,10.8197782844103
0,34,"White",0,"4+ years college",41500,10.6334487062188
0,81,"White",0,"HS",74400,11.2172112208212
0,62,"White",0,"HS",1900,7.54960916515453
1,26,"Black/African American/Negro",0,"Some college",9000,9.10497985631836
0,31,"White",0,"4+ years college",130000,11.7752897294377
1,43,"White",0,"4+ years college",300,5.7037824746562
1,35,"White",0,"HS",43000,10.6689553946757
1,68,"American Indian or Alaska Native",0,"Some college",31000,10.3417424834673
1,74,"White",0,"4+ years college",28100,10.2435248553218
0,31,"White",1,"HS",38000,10.5453414387085
1,52,"Black/African American/Negro",0,"Some HS",6200,8.73230457103318
1,18,"White",0,"HS",3000,8.00636756765025
0,35,"White",0,"4+ years college",92000,11.4295438560312
1,20,"White",0,"Some college",2000,7.60090245954208
1,49,"Chinese",0,"4+ years college",110000,11.6082356447746
1,22,"Other Asian or Pacific Islander",0,"4+ years college",20000,9.90348755253613
0,41,"White",0,"Some college",64000,11.0666383623418
1,23,"White",0,"4+ years college",14700,9.59560277276683
0,47,"White",0,"4+ years college",240000,12.3883942023241
0,40,"White",0,"HS",29100,10.2784934531596
0,72,"White",0,"4+ years college",12900,9.46498259034976
1,44,"White",0,"Some college",30000,10.3089526606443
1,68,"White",0,"HS",4400,8.38935981990635
1,62,"White",0,"Some college",98000,11.4927227576527
1,35,"White",0,"4+ years college",32000,10.3734911817819
0,23,"White",0,"Some college",52000,10.8589989975636
1,76,"White",0,"Some college",7200,8.88183630500415
1,18,"White",1,"HS",3000,8.00636756765025
1,54,"White",0,"4+ years college",178000,12.0895388292742
1,53,"White",0,"4+ years college",100000,11.5129254649702
1,44,"White",0,"4+ years college",55500,10.9241382997345
1,34,"White",1,"4+ years college",59000,10.9852927228879
0,68,"White",0,"HS",73300,11.2023158878747
0,41,"Chinese",0,"4+ years college",150000,11.9183905730784
0,28,"White",0,"Some college",41500,10.6334487062188
0,23,"White",0,"Some college",9200,9.12695876303713
1,19,"White",1,"HS",2000,7.60090245954208
1,47,"White",0,"4+ years college",47400,10.7663775076832
0,74,"White",0,"Some college",29000,10.2750511089686
0,37,"White",0,"No HS",217200,12.2885738670419
1,60,"White",0,"4+ years college",150000,11.9183905730784
0,25,"White",0,"Some college",12500,9.43348392329039
1,37,"White",0,"4+ years college",95000,11.4616321705827
0,39,"White",1,"4+ years college",80000,11.289781913656
0,24,"White",0,"HS",54000,10.8967393255464
1,90,"White",0,"HS",2000,7.60090245954208
1,40,"Other Asian or Pacific Islander",0,"HS",40000,10.5966347330961
1,68,"White",0,"Some college",10600,9.26860928010016
0,21,"White",0,"4+ years college",1500,7.3132203870903
0,26,"White",1,"Some college",25000,10.1266311038503
0,28,"White",1,"4+ years college",41700,10.6382564077869
1,38,"White",0,"Some HS",13000,9.47270463644367
1,33,"Other race, nec",1,"Some college",25000,10.1266311038503
0,20,"Two major races",0,"HS",8800,9.0825070004663
0,69,"White",0,"No HS",23600,10.0690019910137
1,54,"White",0,"Some college",87000,11.3736633976367
1,27,"White",1,"Some college",10000,9.21034037197618
0,19,"White",0,"HS",8000,8.98719682066197
0,20,"White",0,"HS",610,6.41345895716736
1,16,"Black/African American/Negro",0,"Some HS",70,4.24849524204936
0,24,"White",0,"HS",50000,10.8197782844103
0,86,"White",0,"HS",15700,9.6614159913364
1,36,"White",0,"4+ years college",65000,11.0821425488778
1,71,"White",0,"HS",13100,9.48036750918924
1,36,"White",0,"4+ years college",70150,11.1583910855306
0,32,"White",0,"4+ years college",65000,11.0821425488778
1,57,"White",0,"Some college",56000,10.9331069697173
1,17,"White",0,"HS",3000,8.00636756765025
1,26,"White",1,"4+ years college",62000,11.0348896640272
0,53,"White",0,"HS",50000,10.8197782844103
0,76,"White",0,"HS",44600,10.7054891380082
0,54,"White",0,"4+ years college",250000,12.4292161968444
0,53,"White",0,"4+ years college",120000,11.6952470217642
1,34,"White",1,"No HS",39300,10.5789797978574
1,67,"White",0,"HS",21200,9.9617564606601
1,71,"White",0,"HS",11900,9.38429367909962
1,18,"White",0,"Some HS",5300,8.57546209954021
1,79,"White",0,"No HS",10100,9.22029070282935
1,45,"White",0,"4+ years college",15000,9.61580548008435
0,50,"White",0,"4+ years college",120000,11.6952470217642
1,28,"White",0,"4+ years college",27000,10.2035921449865
1,60,"White",0,"Some college",58000,10.9681982895286
0,54,"White",0,"HS",67000,11.1124478983731
1,33,"White",0,"HS",6000,8.69951474821019
1,54,"White",0,"4+ years college",28000,10.2399597891573
1,60,"White",0,"HS",21100,9.95702831946416
1,35,"White",1,"4+ years college",18000,9.7981270368783
1,42,"White",1,"Some college",120000,11.6952470217642
0,23,"White",0,"4+ years college",30000,10.3089526606443
0,31,"White",0,"HS",81100,11.3034382401035
1,30,"White",1,"4+ years college",36000,10.4912742174382
0,56,"White",0,"Some college",17600,9.77565418102624
1,37,"Other race, nec",1,"Some college",24500,10.1064283965328
1,22,"Black/African American/Negro",0,"HS",9800,9.19013766465866
1,65,"White",0,"4+ years college",53000,10.8780471925343
1,40,"White",0,"HS",60000,11.0020998412042
0,64,"White",0,"Some college",60200,11.0054276312969
1,89,"White",0,"Some college",18800,9.84161214881804
1,50,"White",1,"HS",12000,9.39266192877014
1,24,"White",1,"4+ years college",30000,10.3089526606443
0,63,"White",0,"4+ years college",225000,12.3238556811866
1,87,"White",0,"HS",13200,9.48797210857446
1,63,"White",0,"4+ years college",104000,11.5521461781235
1,28,"White",0,"Some college",62000,11.0348896640272
1,21,"White",0,"HS",7000,8.85366542803745
1,75,"White",0,"HS",6200,8.73230457103318
0,42,"White",0,"Some college",21000,9.95227771670556
0,70,"White",0,"HS",14400,9.57498348556409
1,24,"White",1,"HS",27000,10.2035921449865
0,57,"Black/African American/Negro",0,"4+ years college",138000,11.8350089641393
0,68,"White",0,"No HS",25200,10.1345992734995
1,32,"White",0,"4+ years college",75000,11.2252433925184
0,42,"White",1,"Some HS",53000,10.8780471925343
1,69,"Black/African American/Negro",0,"Some college",26000,10.1658518170036
1,30,"White",0,"HS",2000,7.60090245954208
1,30,"Other Asian or Pacific Islander",0,"4+ years college",80000,11.289781913656
1,56,"White",0,"No HS",11000,9.30565055178051
0,40,"White",0,"HS",75000,11.2252433925184
1,52,"White",1,"Some college",27000,10.2035921449865
1,21,"Other race, nec",1,"HS",4000,8.29404964010203
0,43,"White",0,"HS",85000,11.3504065354725
1,55,"Chinese",0,"No HS",30000,10.3089526606443
1,29,"Black/African American/Negro",0,"HS",21200,9.9617564606601
1,35,"Black/African American/Negro",0,"Some college",55000,10.9150884642146
0,33,"White",0,"HS",45000,10.7144177687525
0,68,"White",0,"4+ years college",82000,11.3144745262464
0,46,"Other race, nec",1,"HS",22000,9.99879773234045
1,46,"White",0,"Some college",6500,8.77955745588373
0,22,"White",0,"Some college",18000,9.7981270368783
0,22,"White",0,"HS",12000,9.39266192877014
1,66,"Black/African American/Negro",0,"Some college",21000,9.95227771670556
1,89,"White",0,"HS",14390,9.57428879988141
1,53,"White",0,"Some college",13000,9.47270463644367
0,31,"Other race, nec",1,"4+ years college",50000,10.8197782844103
0,21,"American Indian or Alaska Native",0,"HS",25000,10.1266311038503
1,29,"White",0,"HS",15000,9.61580548008435
1,24,"White",0,"4+ years college",19000,9.85219425814858
0,50,"White",0,"Some college",395400,12.8876531897187
1,73,"Black/African American/Negro",0,"HS",48200,10.7831143000387
0,58,"White",0,"Some college",170,5.13579843705026
1,21,"White",0,"Some college",21000,9.95227771670556
0,19,"White",1,"HS",2000,7.60090245954208
1,53,"White",0,"HS",42000,10.6454248972655
1,75,"White",0,"Some HS",6400,8.76405326934776
0,77,"White",0,"Some HS",30600,10.3287552879405
0,26,"Other Asian or Pacific Islander",0,"Some college",17000,9.74096862303835
0,65,"White",1,"Some college",23200,10.0519075576544
1,45,"Two major races",0,"4+ years college",81000,11.3022044336546
1,56,"White",0,"Some college",2400,7.78322401633604
0,51,"American Indian or Alaska Native",0,"4+ years college",425200,12.9603149254499
1,62,"White",0,"4+ years college",60000,11.0020998412042
1,52,"White",0,"HS",9600,9.16951837745593
1,69,"White",0,"4+ years college",89300,11.3997567668646
1,59,"White",0,"Some college",23000,10.0432494949113
0,33,"Other race, nec",1,"HS",65000,11.0821425488778
0,53,"White",0,"Some college",45000,10.7144177687525
0,24,"Black/African American/Negro",0,"HS",18000,9.7981270368783
1,42,"White",0,"Some college",12000,9.39266192877014
0,53,"White",0,"Some HS",12000,9.39266192877014
1,43,"Black/African American/Negro",0,"HS",53000,10.8780471925343
1,73,"White",0,"HS",15600,9.65502619323763
0,25,"Other race, nec",1,"No HS",28000,10.2399597891573
1,45,"Other Asian or Pacific Islander",0,"HS",30000,10.3089526606443
1,51,"White",0,"HS",19200,9.86266555801587
0,37,"American Indian or Alaska Native",0,"Some college",57000,10.9508065468167
0,58,"White",0,"4+ years college",100000,11.5129254649702
0,41,"White",0,"Some college",10000,9.21034037197618
0,22,"White",0,"Some college",1000,6.90775527898214
0,31,"White",0,"HS",1800,7.49554194388426
1,69,"White",0,"HS",32400,10.3859137017804
1,50,"White",0,"4+ years college",18900,9.84691720104773
0,81,"White",0,"4+ years college",28500,10.2576593662567
1,67,"White",0,"Some college",34000,10.4341158035983
1,62,"White",0,"4+ years college",80000,11.289781913656
1,64,"White",0,"HS",19600,9.88328484521861
0,31,"White",0,"Some college",30000,10.3089526606443
1,34,"White",0,"4+ years college",49900,10.8177762817396
0,31,"White",0,"4+ years college",141000,11.8565151693603
1,38,"White",0,"Some college",900,6.80239476332431
1,54,"White",0,"4+ years college",5000,8.51719319141624
0,63,"White",0,"4+ years college",248000,12.4211840251471
1,60,"White",0,"HS",80030,11.2901568433611
1,37,"Other Asian or Pacific Islander",0,"Some college",56000,10.9331069697173
0,27,"White",0,"4+ years college",60000,11.0020998412042
0,75,"Black/African American/Negro",0,"HS",47700,10.7726866768764
1,23,"White",0,"4+ years college",31000,10.3417424834673
1,55,"White",0,"4+ years college",31700,10.3640719598654
1,55,"White",0,"Some college",16000,9.68034400122192
1,61,"White",0,"Some college",20800,9.94270826568941
1,67,"White",0,"4+ years college",43400,10.6782147200885
1,79,"White",0,"4+ years college",18000,9.7981270368783
0,31,"White",1,"4+ years college",62000,11.0348896640272
0,38,"White",1,"HS",48000,10.77895628989
1,40,"White",1,"4+ years college",39000,10.5713169251118
0,45,"White",0,"Some college",65000,11.0821425488778
1,59,"White",1,"HS",31200,10.3481733737976
1,64,"Black/African American/Negro",0,"HS",13000,9.47270463644367
0,22,"White",0,"HS",30000,10.3089526606443
0,41,"Black/African American/Negro",0,"Some college",32100,10.3766113091181
0,36,"White",0,"4+ years college",32000,10.3734911817819
1,76,"White",0,"Some college",8400,9.03598698483141
1,19,"American Indian or Alaska Native",0,"HS",2700,7.90100705199242
1,27,"Other Asian or Pacific Islander",0,"4+ years college",20000,9.90348755253613
1,50,"White",0,"4+ years college",40000,10.5966347330961
0,89,"White",0,"4+ years college",34400,10.4458118433615
0,53,"White",0,"No HS",34000,10.4341158035983
1,43,"White",1,"Some college",16000,9.68034400122192
0,62,"White",0,"Some college",100000,11.5129254649702
1,72,"Other race, nec",1,"Some HS",30500,10.3254819625955
1,29,"White",0,"4+ years college",11000,9.30565055178051
1,48,"White",0,"Some college",70000,11.1562505210315
0,34,"White",0,"4+ years college",54000,10.8967393255464
0,58,"White",0,"Some college",56000,10.9331069697173
1,95,"White",0,"HS",33250,10.411810046084
1,29,"White",0,"4+ years college",40000,10.5966347330961
0,24,"Other race, nec",1,"No HS",10000,9.21034037197618
1,41,"Other Asian or Pacific Islander",0,"HS",30000,10.3089526606443
1,20,"Black/African American/Negro",0,"HS",10100,9.22029070282935
0,31,"White",0,"HS",50000,10.8197782844103
0,57,"White",0,"HS",65000,11.0821425488778
0,31,"Black/African American/Negro",0,"HS",50000,10.8197782844103
0,44,"White",0,"Some college",65200,11.0852147479147
0,49,"White",0,"4+ years college",60000,11.0020998412042
1,39,"Other Asian or Pacific Islander",0,"HS",8500,9.04782144247841
0,54,"White",0,"HS",98000,11.4927227576527
1,51,"White",0,"HS",50000,10.8197782844103
1,54,"White",1,"Some college",70000,11.1562505210315
0,33,"Other Asian or Pacific Islander",0,"Some college",63000,11.0508900053737
1,48,"White",0,"HS",51000,10.8395809117065
0,23,"White",0,"4+ years college",25000,10.1266311038503
1,62,"Black/African American/Negro",0,"4+ years college",19600,9.88328484521861
0,50,"White",0,"Some college",66000,11.0974100210086
1,24,"White",0,"Some college",45000,10.7144177687525
1,55,"Other Asian or Pacific Islander",0,"HS",58000,10.9681982895286
0,56,"White",0,"Some HS",48000,10.77895628989
0,44,"White",1,"HS",9400,9.14846496825809
0,37,"White",0,"4+ years college",500300,13.1229631974763
1,40,"White",0,"HS",16900,9.73506890091116
0,47,"Other Asian or Pacific Islander",0,"4+ years college",433500,12.9796470752027
1,15,"White",0,"Some HS",450,6.10924758276437
0,31,"White",0,"HS",52000,10.8589989975636
1,70,"White",0,"Some college",9300,9.13776967914135
1,32,"White",0,"HS",4370,8.38251828808963
0,34,"Black/African American/Negro",0,"Some college",44000,10.6919449129004
0,26,"White",1,"HS",26000,10.1658518170036
0,16,"Three or more major races",1,"Some HS",6320,8.7514744871409
1,61,"White",0,"4+ years college",49700,10.8137602120847
1,66,"White",0,"HS",10700,9.27799902045
0,61,"White",0,"HS",70120,11.1579633390352
1,50,"White",0,"HS",8000,8.98719682066197
1,58,"White",0,"4+ years college",35000,10.4631033404715
1,59,"White",0,"4+ years college",2100,7.64969262371151
0,71,"White",0,"4+ years college",26000,10.1658518170036
1,46,"White",1,"HS",20000,9.90348755253613
0,20,"White",0,"HS",35000,10.4631033404715
1,55,"White",0,"HS",50020,10.8201782044316
0,26,"Other Asian or Pacific Islander",0,"Some college",13000,9.47270463644367
0,25,"White",0,"Some college",43000,10.6689553946757
0,40,"White",0,"4+ years college",130000,11.7752897294377
1,51,"White",0,"HS",35000,10.4631033404715
1,57,"White",0,"4+ years college",52000,10.8589989975636
1,78,"White",0,"Some college",16800,9.72913416539135
1,26,"White",0,"HS",15000,9.61580548008435
0,31,"White",0,"Some college",65990,11.0972584943775
1,49,"White",0,"Some college",24000,10.0858091093301
1,45,"White",0,"Some college",60000,11.0020998412042
0,49,"Japanese",0,"4+ years college",102000,11.5327280922664
1,21,"White",0,"Some college",5000,8.51719319141624
1,22,"White",0,"4+ years college",6400,8.76405326934776
1,55,"White",0,"Some college",41500,10.6334487062188
0,47,"White",0,"Some college",26000,10.1658518170036
1,44,"White",1,"HS",7500,8.9226582995244
1,45,"White",0,"4+ years college",48000,10.77895628989
1,48,"Other Asian or Pacific Islander",0,"HS",1500,7.3132203870903
1,76,"White",0,"4+ years college",11100,9.31470038730042
1,29,"Other Asian or Pacific Islander",0,"4+ years college",85000,11.3504065354725
1,30,"Black/African American/Negro",0,"4+ years college",40000,10.5966347330961
0,35,"Other Asian or Pacific Islander",0,"Some college",18000,9.7981270368783
1,21,"White",0,"HS",15000,9.61580548008435
1,35,"White",0,"4+ years college",328000,12.7007688873663
0,41,"White",0,"HS",20000,9.90348755253613
0,30,"White",0,"Some college",51000,10.8395809117065
1,24,"White",0,"HS",65020,11.0824501938579
1,54,"White",0,"HS",8400,9.03598698483141
0,54,"White",0,"4+ years college",56400,10.9402244374862
0,70,"White",0,"Some college",36200,10.4968143978139
0,69,"White",0,"HS",35600,10.4801009168401
1,83,"White",0,"No HS",9600,9.16951837745593
1,76,"White",0,"HS",10500,9.25913053614561
1,55,"White",0,"Some college",88000,11.3850920934603
1,36,"White",0,"4+ years college",120000,11.6952470217642
0,41,"White",0,"Some college",37000,10.5186731916264
0,21,"Black/African American/Negro",0,"HS",6200,8.73230457103318
0,34,"White",0,"HS",56000,10.9331069697173
1,39,"White",0,"4+ years college",17500,9.76995615991161
0,55,"White",0,"Some college",50000,10.8197782844103
0,56,"White",1,"No HS",31200,10.3481733737976
0,65,"White",0,"HS",16000,9.68034400122192
1,39,"Black/African American/Negro",0,"HS",15200,9.62905070683437
1,36,"Black/African American/Negro",0,"HS",27000,10.2035921449865
0,76,"White",0,"4+ years college",62210,11.0382710375091
1,44,"Black/African American/Negro",0,"HS",38900,10.5687495296065
0,38,"Black/African American/Negro",0,"HS",33000,10.4042628404486
0,39,"White",0,"4+ years college",16000,9.68034400122192
1,61,"White",0,"HS",35000,10.4631033404715
0,84,"Chinese",0,"No HS",9000,9.10497985631836
1,87,"Black/African American/Negro",0,"No HS",28000,10.2399597891573
0,72,"White",0,"4+ years college",35000,10.4631033404715
1,67,"White",0,"HS",23900,10.0816337379196
1,69,"White",0,"Some college",142760,11.8689201776041
1,22,"White",0,"Some college",48000,10.77895628989
1,27,"White",0,"4+ years college",42000,10.6454248972655
0,77,"White",0,"No HS",11400,9.34136863438259
0,45,"White",0,"Some college",10000,9.21034037197618
1,38,"Black/African American/Negro",0,"4+ years college",19500,9.87816974455184
0,17,"White",0,"Some HS",700,6.5510803350434
0,50,"White",0,"HS",53000,10.8780471925343
0,60,"White",0,"HS",68600,11.136047813714
0,18,"White",0,"HS",30000,10.3089526606443
1,37,"White",0,"4+ years college",77000,11.2515607008358
0,80,"White",0,"HS",16100,9.68657455097255
0,53,"White",0,"HS",65000,11.0821425488778
0,65,"Black/African American/Negro",0,"HS",73300,11.2023158878747
0,58,"White",0,"HS",57000,10.9508065468167
0,24,"Chinese",0,"4+ years college",5600,8.63052187672324
0,52,"White",0,"4+ years college",74000,11.2118203721863
0,46,"Other race, nec",1,"Some college",28000,10.2399597891573
0,52,"White",0,"HS",25000,10.1266311038503
0,24,"White",1,"Some college",30000,10.3089526606443
0,33,"White",1,"HS",17000,9.74096862303835
0,46,"White",0,"HS",55000,10.9150884642146
1,43,"White",1,"Some college",88000,11.3850920934603
1,30,"White",0,"Some college",1000,6.90775527898214
1,58,"White",0,"4+ years college",40000,10.5966347330961
1,39,"Two major races",0,"4+ years college",18900,9.84691720104773
1,32,"White",1,"Some HS",41200,10.6261935353376
1,59,"Black/African American/Negro",0,"4+ years college",68000,11.1272629841582
1,56,"White",0,"4+ years college",35100,10.465956409454
0,20,"White",1,"Some college",13000,9.47270463644367
0,62,"Other race, nec",1,"4+ years college",14000,9.5468126085974
0,88,"White",0,"HS",72000,11.1844213979982
1,40,"White",0,"Some college",48000,10.77895628989
0,37,"Other Asian or Pacific Islander",0,"HS",12000,9.39266192877014
0,27,"White",0,"4+ years college",70000,11.1562505210315
0,23,"Other Asian or Pacific Islander",0,"4+ years college",151300,11.9270198997764
0,56,"White",0,"4+ years college",143500,11.8740903141818
0,53,"Other Asian or Pacific Islander",0,"Some HS",30000,10.3089526606443
1,31,"White",0,"4+ years college",38000,10.5453414387085
1,47,"White",1,"4+ years college",52420,10.8670434768774
1,24,"White",0,"4+ years college",40000,10.5966347330961
1,47,"White",0,"No HS",96200,11.4741846366538
1,65,"White",0,"HS",48100,10.7810374560939
1,15,"Chinese",0,"Some HS",1900,7.54960916515453
1,62,"White",0,"4+ years college",6000,8.69951474821019
0,70,"White",0,"4+ years college",23950,10.0837236028391
0,22,"Black/African American/Negro",0,"HS",30000,10.3089526606443
1,43,"White",0,"4+ years college",100100,11.5139249653033
0,29,"Other race, nec",1,"HS",20000,9.90348755253613
1,73,"White",0,"HS",17400,9.76422548520262
0,38,"White",0,"4+ years college",140000,11.8493977015914
0,30,"White",0,"HS",12600,9.44145209293957
1,41,"White",0,"4+ years college",70000,11.1562505210315
1,76,"White",0,"HS",29000,10.2750511089686
1,72,"White",0,"HS",8500,9.04782144247841
0,55,"White",0,"HS",10000,9.21034037197618
0,35,"White",1,"Some HS",27020,10.2043326115142
0,23,"Other Asian or Pacific Islander",0,"4+ years college",22400,10.0168162378431
1,56,"Black/African American/Negro",0,"4+ years college",32000,10.3734911817819
0,57,"White",0,"4+ years college",32500,10.3889953683178
0,85,"White",0,"4+ years college",23300,10.0562086395538
1,17,"White",0,"Some HS",800,6.68461172766793
0,52,"White",0,"4+ years college",26000,10.1658518170036
1,30,"Two major races",0,"Some college",60000,11.0020998412042
0,39,"Other race, nec",1,"HS",30000,10.3089526606443
1,60,"Other race, nec",1,"HS",13000,9.47270463644367
1,20,"White",0,"Some college",5000,8.51719319141624
1,33,"White",0,"4+ years college",69300,11.146200185178
0,83,"White",0,"HS",25000,10.1266311038503
1,70,"White",1,"HS",42380,10.6544318318223
1,58,"White",1,"4+ years college",16000,9.68034400122192
0,25,"Black/African American/Negro",0,"Some college",50000,10.8197782844103
1,27,"Other race, nec",1,"HS",22000,9.99879773234045
1,59,"White",1,"Some college",20000,9.90348755253613
0,32,"White",0,"No HS",3000,8.00636756765025
0,22,"Two major races",1,"HS",13000,9.47270463644367
0,52,"White",0,"Some college",100000,11.5129254649702
1,27,"White",0,"4+ years college",210000,12.2548628096996
1,43,"White",0,"4+ years college",80000,11.289781913656
0,64,"White",1,"HS",15000,9.61580548008435
0,46,"White",0,"Some college",9400,9.14846496825809
1,55,"White",1,"HS",14000,9.5468126085974
0,23,"White",0,"Some college",56600,10.9437642641913
1,60,"White",0,"Some college",25000,10.1266311038503
